alliance,canonicalX,canonicalY,fingerprint,index,kind,matchNumber,tSec,teamNumber,x,y
red,0.5352,0.381,fake-1661-61-red-left-50682,0,shot,61,10.0,1661,0.5352,0.381
red,0.525,0.3743,fake-1661-61-red-left-50682,1,shot,61,12.5,1661,0.525,0.3743
red,0.7136,0.6766,fake-980-61-red-right-63907,0,path,61,0.0,980,0.7136,0.6766
red,0.6831,0.695,fake-980-61-red-right-63907,1,path,61,2.22,980,0.6831,0.695
red,0.584,0.7379,fake-980-61-red-right-63907,2,path,61,4.44,980,0.584,0.7379
red,0.5882,0.7081,fake-980-61-red-right-63907,3,path,61,6.67,980,0.5882,0.7081
red,0.5383,0.7042,fake-980-61-red-right-63907,4,path,61,8.89,980,0.5383,0.7042
red,0.5011,0.7354,fake-980-61-red-right-63907,5,path,61,11.11,980,0.5011,0.7354
red,0.5235,0.7088,fake-980-61-red-right-63907,6,path,61,13.33,980,0.5235,0.7088
red,0.4881,0.6864,fake-980-61-red-right-63907,7,path,61,15.56,980,0.4881,0.6864
red,0.4545,0.6702,fake-980-61-red-right-63907,8,path,61,17.78,980,0.4545,0.6702
red,0.403,0.6484,fake-980-61-red-right-63907,9,path,61,20.0,980,0.403,0.6484
red,0.5235,0.7088,fake-980-61-red-right-63907,0,shot,61,13.33,980,0.5235,0.7088
red,0.7134,0.3098,fake-1197-61-red-left-70842,0,path,61,0.0,1197,0.7134,0.3098
red,0.6801,0.361,fake-1197-61-red-left-70842,1,path,61,1.82,1197,0.6801,0.361
red,0.6066,0.3296,fake-1197-61-red-left-70842,2,path,61,3.64,1197,0.6066,0.3296
red,0.6125,0.3677,fake-1197-61-red-left-70842,3,path,61,5.45,1197,0.6125,0.3677
red,0.5718,0.3684,fake-1197-61-red-left-70842,4,path,61,7.27,1197,0.5718,0.3684
red,0.5836,0.4053,fake-1197-61-red-left-70842,5,path,61,9.09,1197,0.5836,0.4053
red,0.5789,0.4284,fake-1197-61-red-left-70842,6,path,61,10.91,1197,0.5789,0.4284
red,0.4897,0.3757,fake-1197-61-red-left-70842,7,path,61,12.73,1197,0.4897,0.3757
red,0.4481,0.3944,fake-1197-61-red-left-70842,8,path,61,14.55,1197,0.4481,0.3944
red,0.444,0.3719,fake-1197-61-red-left-70842,9,path,61,16.36,1197,0.444,0.3719
red,0.4934,0.3621,fake-1197-61-red-left-70842,10,path,61,18.18,1197,0.4934,0.3621
red,0.4307,0.3397,fake-1197-61-red-left-70842,11,path,61,20.0,1197,0.4307,0.3397
red,0.6125,0.3677,fake-1197-61-red-left-70842,0,shot,61,5.45,1197,0.6125,0.3677
red,0.5718,0.3684,fake-1197-61-red-left-70842,1,shot,61,7.27,1197,0.5718,0.3684
blue,0.6724,0.7135,fake-5669-61-blue-right-89583,0,path,61,0.0,5669,0.3276,0.7135
blue,0.6046,0.7271,fake-5669-61-blue-right-89583,1,path,61,1.67,5669,0.3954,0.7271
blue,0.5709,0.7334,fake-5669-61-blue-right-89583,2,path,61,3.33,5669,0.4291,0.7334
blue,0.5765,0.7242,fake-5669-61-blue-right-89583,3,path,61,5.0,5669,0.4235,0.7242
blue,0.5650999999999999,0.758,fake-5669-61-blue-right-89583,4,path,61,6.67,5669,0.4349,0.758
blue,0.5423,0.7501,fake-5669-61-blue-right-89583,5,path,61,8.33,5669,0.4577,0.7501
blue,0.5415,0.7487,fake-5669-61-blue-right-89583,6,path,61,10.0,5669,0.4585,0.7487
blue,0.4709,0.7329,fake-5669-61-blue-right-89583,7,path,61,11.67,5669,0.5291,0.7329
blue,0.4799,0.7092,fake-5669-61-blue-right-89583,8,path,61,13.33,5669,0.5201,0.7092
blue,0.44789999999999996,0.6932,fake-5669-61-blue-right-89583,9,path,61,15.0,5669,0.5521,0.6932
blue,0.46619999999999995,0.6656,fake-5669-61-blue-right-89583,10,path,61,16.67,5669,0.5338,0.6656
blue,0.4484,0.6427,fake-5669-61-blue-right-89583,11,path,61,18.33,5669,0.5516,0.6427
blue,0.39870000000000005,0.6109,fake-5669-61-blue-right-89583,12,path,61,20.0,5669,0.6013,0.6109
blue,0.5709,0.7334,fake-5669-61-blue-right-89583,0,shot,61,3.33,5669,0.4291,0.7334
blue,0.5765,0.7242,fake-5669-61-blue-right-89583,1,shot,61,5.0,5669,0.4235,0.7242
blue,0.6364000000000001,0.5035,fake-4123-61-blue-center-34261,0,path,61,0.0,4123,0.3636,0.5035
blue,0.6036,0.5063,fake-4123-61-blue-center-34261,1,path,61,2.22,4123,0.3964,0.5063
blue,0.5801000000000001,0.5577,fake-4123-61-blue-center-34261,2,path,61,4.44,4123,0.4199,0.5577
blue,0.5749,0.5759,fake-4123-61-blue-center-34261,3,path,61,6.67,4123,0.4251,0.5759
blue,0.524,0.58,fake-4123-61-blue-center-34261,4,path,61,8.89,4123,0.476,0.58
blue,0.4831,0.5763,fake-4123-61-blue-center-34261,5,path,61,11.11,4123,0.5169,0.5763
blue,0.46040000000000003,0.5665,fake-4123-61-blue-center-34261,6,path,61,13.33,4123,0.5396,0.5665
blue,0.4615,0.5483,fake-4123-61-blue-center-34261,7,path,61,15.56,4123,0.5385,0.5483
blue,0.4312,0.4971,fake-4123-61-blue-center-34261,8,path,61,17.78,4123,0.5688,0.4971
blue,0.42200000000000004,0.495,fake-4123-61-blue-center-34261,9,path,61,20.0,4123,0.578,0.495
blue,0.5749,0.5759,fake-4123-61-blue-center-34261,0,shot,61,6.67,4123,0.4251,0.5759
blue,0.46040000000000003,0.5665,fake-4123-61-blue-center-34261,1,shot,61,13.33,4123,0.5396,0.5665
blue,0.6757,0.6117,fake-687-61-blue-right-64880,0,path,61,0.0,687,0.3243,0.6117
blue,0.6366,0.6418,fake-687-61-blue-right-64880,1,path,61,1.67,687,0.3634,0.6418
blue,0.5740000000000001,0.6623,fake-687-61-blue-right-64880,2,path,61,3.33,687,0.426,0.6623
blue,0.594,0.7075,fake-687-61-blue-right-64880,3,path,61,5.0,687,0.406,0.7075
blue,0.5322,0.7263,fake-687-61-blue-right-64880,4,path,61,6.67,687,0.4678,0.7263
blue,0.5161,0.7409,fake-687-61-blue-right-64880,5,path,61,8.33,687,0.4839,0.7409
blue,0.5205,0.7712,fake-687-61-blue-right-64880,6,path,61,10.0,687,0.4795,0.7712
blue,0.512,0.7681,fake-687-61-blue-right-64880,7,path,61,11.67,687,0.488,0.7681
blue,0.49539999999999995,0.7621,fake-687-61-blue-right-64880,8,path,61,13.33,687,0.5046,0.7621
blue,0.4918,0.737,fake-687-61-blue-right-64880,9,path,61,15.0,687,0.5082,0.737
blue,0.4609,0.738,fake-687-61-blue-right-64880,10,path,61,16.67,687,0.5391,0.738
blue,0.4525,0.7349,fake-687-61-blue-right-64880,11,path,61,18.33,687,0.5475,0.7349
blue,0.3599,0.6922,fake-687-61-blue-right-64880,12,path,61,20.0,687,0.6401,0.6922
blue,0.5740000000000001,0.6623,fake-687-61-blue-right-64880,0,shot,61,3.33,687,0.426,0.6623
blue,0.512,0.7681,fake-687-61-blue-right-64880,1,shot,61,11.67,687,0.488,0.7681
red,0.688,0.6027,fake-7230-62-red-right-59378,0,path,62,0.0,7230,0.688,0.6027
red,0.6239,0.6512,fake-7230-62-red-right-59378,1,path,62,2.5,7230,0.6239,0.6512
red,0.6052,0.6929,fake-7230-62-red-right-59378,2,path,62,5.0,7230,0.6052,0.6929
red,0.5708,0.7382,fake-7230-62-red-right-59378,3,path,62,7.5,7230,0.5708,0.7382
red,0.5384,0.7758,fake-7230-62-red-right-59378,4,path,62,10.0,7230,0.5384,0.7758
red,0.5323,0.7549,fake-7230-62-red-right-59378,5,path,62,12.5,7230,0.5323,0.7549
red,0.5067,0.7481,fake-7230-62-red-right-59378,6,path,62,15.0,7230,0.5067,0.7481
red,0.4324,0.7313,fake-7230-62-red-right-59378,7,path,62,17.5,7230,0.4324,0.7313
red,0.4164,0.7199,fake-7230-62-red-right-59378,8,path,62,20.0,7230,0.4164,0.7199
red,0.5708,0.7382,fake-7230-62-red-right-59378,0,shot,62,7.5,7230,0.5708,0.7382
red,0.5384,0.7758,fake-7230-62-red-right-59378,1,shot,62,10.0,7230,0.5384,0.7758
red,0.4324,0.7313,fake-7230-62-red-right-59378,2,shot,62,17.5,7230,0.4324,0.7313
red,0.7139,0.65,fake-4470-62-red-right-65327,0,path,62,0.0,4470,0.7139,0.65
red,0.6437,0.673,fake-4470-62-red-right-65327,1,path,62,1.82,4470,0.6437,0.673
red,0.6352,0.6779,fake-4470-62-red-right-65327,2,path,62,3.64,4470,0.6352,0.6779
red,0.5872,0.7127,fake-4470-62-red-right-65327,3,path,62,5.45,4470,0.5872,0.7127
red,0.5951,0.7217,fake-4470-62-red-right-65327,4,path,62,7.27,4470,0.5951,0.7217
red,0.5461,0.7468,fake-4470-62-red-right-65327,5,path,62,9.09,4470,0.5461,0.7468
red,0.5003,0.7272,fake-4470-62-red-right-65327,6,path,62,10.91,4470,0.5003,0.7272
red,0.5387,0.7299,fake-4470-62-red-right-65327,7,path,62,12.73,4470,0.5387,0.7299
red,0.4904,0.7262,fake-4470-62-red-right-65327,8,path,62,14.55,4470,0.4904,0.7262
red,0.4607,0.7056,fake-4470-62-red-right-65327,9,path,62,16.36,4470,0.4607,0.7056
red,0.472,0.7022,fake-4470-62-red-right-65327,10,path,62,18.18,4470,0.472,0.7022
red,0.4264,0.7105,fake-4470-62-red-right-65327,11,path,62,20.0,4470,0.4264,0.7105
red,0.5872,0.7127,fake-4470-62-red-right-65327,0,shot,62,5.45,4470,0.5872,0.7127
red,0.5951,0.7217,fake-4470-62-red-right-65327,1,shot,62,7.27,4470,0.5951,0.7217
red,0.7069,0.3537,fake-3476-62-red-left-17331,0,path,62,0.0,3476,0.7069,0.3537
red,0.6773,0.3352,fake-3476-62-red-left-17331,1,path,62,1.43,3476,0.6773,0.3352
red,0.6407,0.3545,fake-3476-62-red-left-17331,2,path,62,2.86,3476,0.6407,0.3545
red,0.6171,0.3604,fake-3476-62-red-left-17331,3,path,62,4.29,3476,0.6171,0.3604
red,0.574,0.3823,fake-3476-62-red-left-17331,4,path,62,5.71,3476,0.574,0.3823
red,0.6019,0.393,fake-3476-62-red-left-17331,5,path,62,7.14,3476,0.6019,0.393
red,0.5515,0.3903,fake-3476-62-red-left-17331,6,path,62,8.57,3476,0.5515,0.3903
red,0.574,0.389,fake-3476-62-red-left-17331,7,path,62,10.0,3476,0.574,0.389
red,0.5439,0.3743,fake-3476-62-red-left-17331,8,path,62,11.43,3476,0.5439,0.3743
red,0.4951,0.3946,fake-3476-62-red-left-17331,9,path,62,12.86,3476,0.4951,0.3946
red,0.4988,0.3858,fake-3476-62-red-left-17331,10,path,62,14.29,3476,0.4988,0.3858
red,0.4638,0.3416,fake-3476-62-red-left-17331,11,path,62,15.71,3476,0.4638,0.3416
red,0.4307,0.351,fake-3476-62-red-left-17331,12,path,62,17.14,3476,0.4307,0.351
red,0.411,0.32,fake-3476-62-red-left-17331,13,path,62,18.57,3476,0.411,0.32
red,0.4118,0.3026,fake-3476-62-red-left-17331,14,path,62,20.0,3476,0.4118,0.3026
red,0.5515,0.3903,fake-3476-62-red-left-17331,0,shot,62,8.57,3476,0.5515,0.3903
red,0.4951,0.3946,fake-3476-62-red-left-17331,1,shot,62,12.86,3476,0.4951,0.3946
blue,0.6214,0.4554,fake-9696-62-blue-center-57910,0,path,62,0.0,9696,0.3786,0.4554
blue,0.636,0.4765,fake-9696-62-blue-center-57910,1,path,62,2.0,9696,0.364,0.4765
blue,0.6295,0.544,fake-9696-62-blue-center-57910,2,path,62,4.0,9696,0.3705,0.544
blue,0.5740000000000001,0.5319,fake-9696-62-blue-center-57910,3,path,62,6.0,9696,0.426,0.5319
blue,0.5277000000000001,0.5641,fake-9696-62-blue-center-57910,4,path,62,8.0,9696,0.4723,0.5641
blue,0.5082,0.6212,fake-9696-62-blue-center-57910,5,path,62,10.0,9696,0.4918,0.6212
blue,0.5069,0.6033,fake-9696-62-blue-center-57910,6,path,62,12.0,9696,0.4931,0.6033
blue,0.49360000000000004,0.6013,fake-9696-62-blue-center-57910,7,path,62,14.0,9696,0.5064,0.6013
blue,0.40359999999999996,0.5819,fake-9696-62-blue-center-57910,8,path,62,16.0,9696,0.5964,0.5819
blue,0.4165,0.5265,fake-9696-62-blue-center-57910,9,path,62,18.0,9696,0.5835,0.5265
blue,0.388,0.5408,fake-9696-62-blue-center-57910,10,path,62,20.0,9696,0.612,0.5408
blue,0.5277000000000001,0.5641,fake-9696-62-blue-center-57910,0,shot,62,8.0,9696,0.4723,0.5641
blue,0.6793,0.3413,fake-867-62-blue-left-49864,0,path,62,0.0,867,0.3207,0.3413
blue,0.5951,0.3327,fake-867-62-blue-left-49864,1,path,62,2.22,867,0.4049,0.3327
blue,0.5897,0.3509,fake-867-62-blue-left-49864,2,path,62,4.44,867,0.4103,0.3509
blue,0.5614,0.3792,fake-867-62-blue-left-49864,3,path,62,6.67,867,0.4386,0.3792
blue,0.5073,0.406,fake-867-62-blue-left-49864,4,path,62,8.89,867,0.4927,0.406
blue,0.5221,0.3954,fake-867-62-blue-left-49864,5,path,62,11.11,867,0.4779,0.3954
blue,0.47030000000000005,0.368,fake-867-62-blue-left-49864,6,path,62,13.33,867,0.5297,0.368
blue,0.42589999999999995,0.3395,fake-867-62-blue-left-49864,7,path,62,15.56,867,0.5741,0.3395
blue,0.4426,0.345,fake-867-62-blue-left-49864,8,path,62,17.78,867,0.5574,0.345
blue,0.3872,0.3391,fake-867-62-blue-left-49864,9,path,62,20.0,867,0.6128,0.3391
blue,0.5897,0.3509,fake-867-62-blue-left-49864,0,shot,62,4.44,867,0.4103,0.3509
blue,0.6753,0.492,fake-1759-62-blue-center-97529,0,path,62,0.0,1759,0.3247,0.492
blue,0.5952,0.5116,fake-1759-62-blue-center-97529,1,path,62,1.43,1759,0.4048,0.5116
blue,0.6126,0.5436,fake-1759-62-blue-center-97529,2,path,62,2.86,1759,0.3874,0.5436
blue,0.6149,0.5264,fake-1759-62-blue-center-97529,3,path,62,4.29,1759,0.3851,0.5264
blue,0.56,0.5468,fake-1759-62-blue-center-97529,4,path,62,5.71,1759,0.44,0.5468
blue,0.5619000000000001,0.544,fake-1759-62-blue-center-97529,5,path,62,7.14,1759,0.4381,0.544
blue,0.5273,0.5405,fake-1759-62-blue-center-97529,6,path,62,8.57,1759,0.4727,0.5405
blue,0.5349999999999999,0.5864,fake-1759-62-blue-center-97529,7,path,62,10.0,1759,0.465,0.5864
blue,0.5182,0.546,fake-1759-62-blue-center-97529,8,path,62,11.43,1759,0.4818,0.546
blue,0.47940000000000005,0.5245,fake-1759-62-blue-center-97529,9,path,62,12.86,1759,0.5206,0.5245
blue,0.45220000000000005,0.5337,fake-1759-62-blue-center-97529,10,path,62,14.29,1759,0.5478,0.5337
blue,0.42400000000000004,0.5208,fake-1759-62-blue-center-97529,11,path,62,15.71,1759,0.576,0.5208
blue,0.41759999999999997,0.5265,fake-1759-62-blue-center-97529,12,path,62,17.14,1759,0.5824,0.5265
blue,0.4414,0.4828,fake-1759-62-blue-center-97529,13,path,62,18.57,1759,0.5586,0.4828
blue,0.4153,0.4725,fake-1759-62-blue-center-97529,14,path,62,20.0,1759,0.5847,0.4725
blue,0.45220000000000005,0.5337,fake-1759-62-blue-center-97529,0,shot,62,14.29,1759,0.5478,0.5337
red,0.6537,0.3981,fake-6000-63-red-left-50225,0,path,63,0.0,6000,0.6537,0.3981
red,0.6834,0.3732,fake-6000-63-red-left-50225,1,path,63,1.54,6000,0.6834,0.3732
red,0.6732,0.3906,fake-6000-63-red-left-50225,2,path,63,3.08,6000,0.6732,0.3906
red,0.6049,0.4135,fake-6000-63-red-left-50225,3,path,63,4.62,6000,0.6049,0.4135
red,0.578,0.4068,fake-6000-63-red-left-50225,4,path,63,6.15,6000,0.578,0.4068
red,0.6027,0.4106,fake-6000-63-red-left-50225,5,path,63,7.69,6000,0.6027,0.4106
red,0.5402,0.428,fake-6000-63-red-left-50225,6,path,63,9.23,6000,0.5402,0.428
red,0.516,0.4052,fake-6000-63-red-left-50225,7,path,63,10.77,6000,0.516,0.4052
red,0.4951,0.396,fake-6000-63-red-left-50225,8,path,63,12.31,6000,0.4951,0.396
red,0.5341,0.3426,fake-6000-63-red-left-50225,9,path,63,13.85,6000,0.5341,0.3426
red,0.4533,0.3305,fake-6000-63-red-left-50225,10,path,63,15.38,6000,0.4533,0.3305
red,0.4721,0.3326,fake-6000-63-red-left-50225,11,path,63,16.92,6000,0.4721,0.3326
red,0.4611,0.3075,fake-6000-63-red-left-50225,12,path,63,18.46,6000,0.4611,0.3075
red,0.4337,0.2672,fake-6000-63-red-left-50225,13,path,63,20.0,6000,0.4337,0.2672
red,0.5402,0.428,fake-6000-63-red-left-50225,0,shot,63,9.23,6000,0.5402,0.428
red,0.4611,0.3075,fake-6000-63-red-left-50225,1,shot,63,18.46,6000,0.4611,0.3075
red,0.7135,0.4826,fake-2710-63-red-center-72557,0,path,63,0.0,2710,0.7135,0.4826
red,0.6358,0.4842,fake-2710-63-red-center-72557,1,path,63,1.43,2710,0.6358,0.4842
red,0.6623,0.4998,fake-2710-63-red-center-72557,2,path,63,2.86,2710,0.6623,0.4998
red,0.6092,0.5262,fake-2710-63-red-center-72557,3,path,63,4.29,2710,0.6092,0.5262
red,0.6087,0.5172,fake-2710-63-red-center-72557,4,path,63,5.71,2710,0.6087,0.5172
red,0.6175,0.5581,fake-2710-63-red-center-72557,5,path,63,7.14,2710,0.6175,0.5581
red,0.5962,0.5602,fake-2710-63-red-center-72557,6,path,63,8.57,2710,0.5962,0.5602
red,0.553,0.5697,fake-2710-63-red-center-72557,7,path,63,10.0,2710,0.553,0.5697
red,0.5333,0.5865,fake-2710-63-red-center-72557,8,path,63,11.43,2710,0.5333,0.5865
red,0.5152,0.5727,fake-2710-63-red-center-72557,9,path,63,12.86,2710,0.5152,0.5727
red,0.4881,0.5686,fake-2710-63-red-center-72557,10,path,63,14.29,2710,0.4881,0.5686
red,0.5036,0.5467,fake-2710-63-red-center-72557,11,path,63,15.71,2710,0.5036,0.5467
red,0.4417,0.5526,fake-2710-63-red-center-72557,12,path,63,17.14,2710,0.4417,0.5526
red,0.4282,0.5207,fake-2710-63-red-center-72557,13,path,63,18.57,2710,0.4282,0.5207
red,0.4165,0.533,fake-2710-63-red-center-72557,14,path,63,20.0,2710,0.4165,0.533
red,0.6092,0.5262,fake-2710-63-red-center-72557,0,shot,63,4.29,2710,0.6092,0.5262
red,0.6762,0.5022,fake-11096-63-red-center-71228,0,path,63,0.0,11096,0.6762,0.5022
red,0.6824,0.5102,fake-11096-63-red-center-71228,1,path,63,1.54,11096,0.6824,0.5102
red,0.616,0.5346,fake-11096-63-red-center-71228,2,path,63,3.08,11096,0.616,0.5346
red,0.5894,0.5209,fake-11096-63-red-center-71228,3,path,63,4.62,11096,0.5894,0.5209
red,0.5995,0.5473,fake-11096-63-red-center-71228,4,path,63,6.15,11096,0.5995,0.5473
red,0.5474,0.5675,fake-11096-63-red-center-71228,5,path,63,7.69,11096,0.5474,0.5675
red,0.5426,0.5799,fake-11096-63-red-center-71228,6,path,63,9.23,11096,0.5426,0.5799
red,0.5339,0.5828,fake-11096-63-red-center-71228,7,path,63,10.77,11096,0.5339,0.5828
red,0.5379,0.5712,fake-11096-63-red-center-71228,8,path,63,12.31,11096,0.5379,0.5712
red,0.4675,0.5451,fake-11096-63-red-center-71228,9,path,63,13.85,11096,0.4675,0.5451
red,0.4813,0.5228,fake-11096-63-red-center-71228,10,path,63,15.38,11096,0.4813,0.5228
red,0.4653,0.515,fake-11096-63-red-center-71228,11,path,63,16.92,11096,0.4653,0.515
red,0.4378,0.5245,fake-11096-63-red-center-71228,12,path,63,18.46,11096,0.4378,0.5245
red,0.4323,0.4877,fake-11096-63-red-center-71228,13,path,63,20.0,11096,0.4323,0.4877
red,0.5894,0.5209,fake-11096-63-red-center-71228,0,shot,63,4.62,11096,0.5894,0.5209
red,0.5379,0.5712,fake-11096-63-red-center-71228,1,shot,63,12.31,11096,0.5379,0.5712
blue,0.6332,0.3143,fake-5857-63-blue-left-59338,0,path,63,0.0,5857,0.3668,0.3143
blue,0.613,0.3486,fake-5857-63-blue-left-59338,1,path,63,2.22,5857,0.387,0.3486
blue,0.6153,0.3856,fake-5857-63-blue-left-59338,2,path,63,4.44,5857,0.3847,0.3856
blue,0.5695,0.3859,fake-5857-63-blue-left-59338,3,path,63,6.67,5857,0.4305,0.3859
blue,0.5226,0.4319,fake-5857-63-blue-left-59338,4,path,63,8.89,5857,0.4774,0.4319
blue,0.47230000000000005,0.4486,fake-5857-63-blue-left-59338,5,path,63,11.11,5857,0.5277,0.4486
blue,0.45220000000000005,0.4148,fake-5857-63-blue-left-59338,6,path,63,13.33,5857,0.5478,0.4148
blue,0.44320000000000004,0.4067,fake-5857-63-blue-left-59338,7,path,63,15.56,5857,0.5568,0.4067
blue,0.42589999999999995,0.3861,fake-5857-63-blue-left-59338,8,path,63,17.78,5857,0.5741,0.3861
blue,0.3954,0.3462,fake-5857-63-blue-left-59338,9,path,63,20.0,5857,0.6046,0.3462
blue,0.5226,0.4319,fake-5857-63-blue-left-59338,0,shot,63,8.89,5857,0.4774,0.4319
blue,0.47230000000000005,0.4486,fake-5857-63-blue-left-59338,1,shot,63,11.11,5857,0.5277,0.4486
blue,0.45220000000000005,0.4148,fake-5857-63-blue-left-59338,2,shot,63,13.33,5857,0.5478,0.4148
blue,0.6696,0.3539,fake-7042-63-blue-left-59933,0,path,63,0.0,7042,0.3304,0.3539
blue,0.6275,0.3747,fake-7042-63-blue-left-59933,1,path,63,2.0,7042,0.3725,0.3747
blue,0.6029,0.3826,fake-7042-63-blue-left-59933,2,path,63,4.0,7042,0.3971,0.3826
blue,0.5794,0.3733,fake-7042-63-blue-left-59933,3,path,63,6.0,7042,0.4206,0.3733
blue,0.5611999999999999,0.3946,fake-7042-63-blue-left-59933,4,path,63,8.0,7042,0.4388,0.3946
blue,0.5333,0.4001,fake-7042-63-blue-left-59933,5,path,63,10.0,7042,0.4667,0.4001
blue,0.5156000000000001,0.3718,fake-7042-63-blue-left-59933,6,path,63,12.0,7042,0.4844,0.3718
blue,0.4528,0.3665,fake-7042-63-blue-left-59933,7,path,63,14.0,7042,0.5472,0.3665
blue,0.41869999999999996,0.3487,fake-7042-63-blue-left-59933,8,path,63,16.0,7042,0.5813,0.3487
blue,0.42779999999999996,0.3339,fake-7042-63-blue-left-59933,9,path,63,18.0,7042,0.5722,0.3339
blue,0.3728,0.2988,fake-7042-63-blue-left-59933,10,path,63,20.0,7042,0.6272,0.2988
blue,0.5333,0.4001,fake-7042-63-blue-left-59933,0,shot,63,10.0,7042,0.4667,0.4001
blue,0.5156000000000001,0.3718,fake-7042-63-blue-left-59933,1,shot,63,12.0,7042,0.4844,0.3718
blue,0.688,0.5824,fake-4322-63-blue-center-49126,0,path,63,0.0,4322,0.312,0.5824
blue,0.6262,0.5576,fake-4322-63-blue-center-49126,1,path,63,2.5,4322,0.3738,0.5576
blue,0.5601,0.5752,fake-4322-63-blue-center-49126,2,path,63,5.0,4322,0.4399,0.5752
blue,0.5658000000000001,0.5801,fake-4322-63-blue-center-49126,3,path,63,7.5,4322,0.4342,0.5801
blue,0.5096,0.5904,fake-4322-63-blue-center-49126,4,path,63,10.0,4322,0.4904,0.5904
blue,0.47130000000000005,0.5381,fake-4322-63-blue-center-49126,5,path,63,12.5,4322,0.5287,0.5381
blue,0.43110000000000004,0.4965,fake-4322-63-blue-center-49126,6,path,63,15.0,4322,0.5689,0.4965
blue,0.44020000000000004,0.4605,fake-4322-63-blue-center-49126,7,path,63,17.5,4322,0.5598,0.4605
blue,0.42190000000000005,0.436,fake-4322-63-blue-center-49126,8,path,63,20.0,4322,0.5781,0.436
blue,0.44020000000000004,0.4605,fake-4322-63-blue-center-49126,0,shot,63,17.5,4322,0.5598,0.4605
red,0.6677,0.5499,fake-4415-64-red-center-26898,0,path,64,0.0,4415,0.6677,0.5499
red,0.6306,0.5406,fake-4415-64-red-center-26898,1,path,64,1.67,4415,0.6306,0.5406
red,0.6221,0.5385,fake-4415-64-red-center-26898,2,path,64,3.33,4415,0.6221,0.5385
red,0.5968,0.5339,fake-4415-64-red-center-26898,3,path,64,5.0,4415,0.5968,0.5339
red,0.5876,0.5589,fake-4415-64-red-center-26898,4,path,64,6.67,4415,0.5876,0.5589
red,0.5949,0.5676,fake-4415-64-red-center-26898,5,path,64,8.33,4415,0.5949,0.5676
red,0.5643,0.5814,fake-4415-64-red-center-26898,6,path,64,10.0,4415,0.5643,0.5814
red,0.545,0.5628,fake-4415-64-red-center-26898,7,path,64,11.67,4415,0.545,0.5628
red,0.4948,0.527,fake-4415-64-red-center-26898,8,path,64,13.33,4415,0.4948,0.527
red,0.508,0.516,fake-4415-64-red-center-26898,9,path,64,15.0,4415,0.508,0.516
red,0.4703,0.4853,fake-4415-64-red-center-26898,10,path,64,16.67,4415,0.4703,0.4853
red,0.4609,0.4729,fake-4415-64-red-center-26898,11,path,64,18.33,4415,0.4609,0.4729
red,0.4182,0.4514,fake-4415-64-red-center-26898,12,path,64,20.0,4415,0.4182,0.4514
red,0.5876,0.5589,fake-4415-64-red-center-26898,0,shot,64,6.67,4415,0.5876,0.5589
red,0.4703,0.4853,fake-4415-64-red-center-26898,1,shot,64,16.67,4415,0.4703,0.4853
red,0.6322,0.6533,fake-2584-64-red-right-87041,0,path,64,0.0,2584,0.6322,0.6533
red,0.6533,0.6398,fake-2584-64-red-right-87041,1,path,64,2.22,2584,0.6533,0.6398
red,0.608,0.7232,fake-2584-64-red-right-87041,2,path,64,4.44,2584,0.608,0.7232
red,0.6063,0.7298,fake-2584-64-red-right-87041,3,path,64,6.67,2584,0.6063,0.7298
red,0.5492,0.7273,fake-2584-64-red-right-87041,4,path,64,8.89,2584,0.5492,0.7273
red,0.5145,0.7563,fake-2584-64-red-right-87041,5,path,64,11.11,2584,0.5145,0.7563
red,0.553,0.7192,fake-2584-64-red-right-87041,6,path,64,13.33,2584,0.553,0.7192
red,0.5119,0.681,fake-2584-64-red-right-87041,7,path,64,15.56,2584,0.5119,0.681
red,0.4338,0.6784,fake-2584-64-red-right-87041,8,path,64,17.78,2584,0.4338,0.6784
red,0.4663,0.7194,fake-2584-64-red-right-87041,9,path,64,20.0,2584,0.4663,0.7194
red,0.5492,0.7273,fake-2584-64-red-right-87041,0,shot,64,8.89,2584,0.5492,0.7273
red,0.7129,0.726,fake-4999-64-red-right-94512,0,path,64,0.0,4999,0.7129,0.726
red,0.6536,0.7278,fake-4999-64-red-right-94512,1,path,64,2.5,4999,0.6536,0.7278
red,0.59,0.7195,fake-4999-64-red-right-94512,2,path,64,5.0,4999,0.59,0.7195
red,0.588,0.7181,fake-4999-64-red-right-94512,3,path,64,7.5,4999,0.588,0.7181
red,0.5667,0.751,fake-4999-64-red-right-94512,4,path,64,10.0,4999,0.5667,0.751
red,0.52,0.6806,fake-4999-64-red-right-94512,5,path,64,12.5,4999,0.52,0.6806
red,0.4986,0.679,fake-4999-64-red-right-94512,6,path,64,15.0,4999,0.4986,0.679
red,0.467,0.6579,fake-4999-64-red-right-94512,7,path,64,17.5,4999,0.467,0.6579
red,0.4372,0.6476,fake-4999-64-red-right-94512,8,path,64,20.0,4999,0.4372,0.6476
red,0.5667,0.751,fake-4999-64-red-right-94512,0,shot,64,10.0,4999,0.5667,0.751
red,0.4986,0.679,fake-4999-64-red-right-94512,1,shot,64,15.0,4999,0.4986,0.679
blue,0.6597,0.6653,fake-3408-64-blue-right-22044,0,path,64,0.0,3408,0.3403,0.6653
blue,0.5816,0.682,fake-3408-64-blue-right-22044,1,path,64,2.5,3408,0.4184,0.682
